Date,Australia,Brazil,Canada,Germany,France,Hongkong,Japan,Malaysia,US,India,Close
2013-06-25,3.813,11.02,2.53,1.76,2.469,2.13,0.864,3.81,2.6,7.5,7495.100098
2013-06-26,3.855,10.98,2.5,1.77,2.372,2.16,0.864,3.82,2.55,7.58,7566.399902
2013-06-27,3.833,10.9,2.42,1.74,2.312,2.12,0.836,3.81,2.49,7.56,7544.330078
2013-06-28,3.774,11.18,2.44,1.71,2.37,2.08,0.845,3.8,2.52,7.44,7694.470215
2013-07-02,3.755,10.96,2.41,1.7,2.297,2.1,0.889,3.81,2.48,7.46,7768.839844
2013-07-03,3.76,11.05,2.42,1.65,2.295,2.16,0.88,3.77,2.52,7.5,7703.740234
2013-07-05,3.836,11.29,2.55,1.67,2.287,2.33,0.855,3.76,2.73,7.5,7856.589844
2013-07-08,3.92,11.19,2.48,1.72,2.257,2.53,0.879,3.81,2.65,7.57,7637.629883
2013-07-09,3.897,11.19,2.47,1.69,2.243,2.52,0.867,3.81,2.65,7.55,7600.470215
2013-07-10,3.858,11.03,2.51,1.64,2.249,2.4,0.851,3.8,2.7,7.52,7851.25
2013-07-11,3.754,11.11,2.44,1.61,2.234,2.36,0.818,3.77,2.6,7.47,8184.77002
2013-07-12,3.762,11.01,2.43,1.57,2.179,2.28,0.818,3.78,2.61,7.54,8012.839844
2013-07-16,3.771,10.79,2.4,1.56,2.202,2.28,0.824,3.78,2.55,8.07,8186.680176
2013-07-17,3.768,10.7,2.37,1.57,2.19,2.28,0.818,3.83,2.52,8.05,8063.799805
2013-07-18,3.687,10.59,2.4,1.52,2.178,2.22,0.805,3.83,2.56,7.99,7904.27002
2013-07-19,3.692,10.6,2.36,1.51,2.189,2.26,0.804,3.83,2.5,7.94,7663.990234
2013-07-22,3.674,10.58,2.36,1.52,2.202,2.22,0.792,3.83,2.5,8.09,7684.22998
2013-07-23,3.676,10.51,2.4,1.55,2.2185,2.23,0.78,3.83,2.53,8.18,7963.700195
2013-07-24,3.706,10.68,2.48,1.6,2.27,2.27,0.777,3.84,2.61,8.42,7935.850098
2013-07-25,3.799,10.76,2.46,1.64,2.279,2.35,0.801,3.85,2.61,8.19,7894.600098
2013-07-26,3.801,10.81,2.45,1.67,2.278,2.31,0.792,3.87,2.58,8.16,7843.359863
2013-07-29,3.761,10.98,2.48,1.68,2.279,2.29,0.797,3.88,2.61,8.13,7668.540039
2013-07-30,3.726,11.0,2.5,1.66,2.263,2.33,0.797,3.91,2.63,8.26,7730.169922
2013-07-31,3.747,10.99,2.45,1.69,2.254,2.35,0.797,4.08,2.6,8.17,7765.399902
2013-08-01,3.692,11.11,2.55,1.61,2.23,2.34,0.797,4.07,2.74,8.07,7931.790039
2013-08-02,3.818,10.99,2.49,1.71,2.212,2.44,0.811,4.09,2.63,8.28,7961.470215
2013-08-06,3.74,11.04,2.52,1.7,2.261,2.32,0.788,4.07,2.67,8.2,8143.129883
2013-08-07,3.718,11.2,2.5,1.67,2.245,2.3,0.76,4.07,2.61,8.14,8096.089844
2013-08-12,3.715,11.28,2.52,1.71,2.235,2.29,0.754,4.03,2.61,8.3,8356.730469
2013-08-13,3.78,11.5,2.62,1.77,2.34,2.36,0.74,4.03,2.71,8.4,8362.650391
2013-08-14,3.879,11.65,2.62,1.81,2.343,2.42,0.761,4.03,2.71,8.5,8336.80957
2013-08-15,3.926,11.63,2.68,1.82,2.425,2.43,0.752,4.02,2.77,8.5,8228.870117
2013-08-16,4.001,11.81,2.72,1.87,2.388,2.47,0.767,4.02,2.84,8.88,8168.089844
2013-08-19,4.05,11.97,2.74,1.89,2.44,2.58,0.773,4.03,2.88,9.23,8285.719727
2013-08-20,4.005,11.82,2.68,1.86,2.412,2.57,0.754,4.05,2.82,8.9,8234.55957
2013-08-21,4.005,12.3,2.74,1.86,2.442,2.53,0.744,4.04,2.87,8.41,8236.089844
2013-08-22,4.109,12.2,2.74,1.94,2.464,2.65,0.759,4.06,2.9,8.23,8245.040039
2013-08-23,4.082,11.74,2.69,1.95,2.489,2.62,0.774,4.06,2.82,8.26,8166.279785
2013-08-26,4.044,11.78,2.65,1.92,2.463,2.52,0.775,4.05,2.79,8.34,8334.570313
2013-08-27,3.965,11.77,2.57,1.86,2.437,2.46,0.756,4.05,2.72,8.79,8341.769531
2013-08-28,3.938,11.77,2.63,1.83,2.469,2.44,0.731,4.05,2.78,8.96,8259.379883
2013-08-29,3.944,12.08,2.6,1.87,2.457,2.45,0.72,4.1,2.75,8.77,8214.490234
2013-08-30,3.928,11.98,2.61,1.84,2.471,2.39,0.735,4.1,2.78,8.6,8202.480469
2013-09-03,4.03,12.11,2.68,1.9,2.518,2.46,0.764,4.12,2.86,8.58,8368.040039
2013-09-04,4.055,12.14,2.71,1.93,2.519,2.47,0.768,4.12,2.9,8.39,8344.959961
2013-09-05,4.106,12.1,2.8,1.98,2.627,2.54,0.768,4.08,2.98,8.42,8286.05957
2013-09-06,4.177,11.95,2.76,2.02,2.555,2.59,0.784,4.06,2.94,8.63,8280.330078
2013-09-09,4.107,11.86,2.74,1.96,2.568,2.53,0.75,4.03,2.9,8.63,8504.740234
2013-09-10,4.164,11.84,2.82,2.0,2.634,2.59,0.731,4.03,2.96,8.47,8636.629883
2013-09-11,4.206,11.82,2.78,2.06,2.593,2.49,0.736,4.03,2.93,8.46,8675.629883
2013-09-12,4.077,11.98,2.78,2.01,2.547,2.39,0.724,4.03,2.92,8.5,8714.879883
2013-09-13,4.124,11.97,2.76,2.02,2.534,2.41,0.722,3.98,2.9,8.49,8687.540039
2013-09-17,4.087,11.93,2.77,1.94,2.484,2.31,0.712,3.97,2.86,8.44,8493.780273
2013-09-18,4.1,11.52,2.7,1.97,2.513,2.33,0.708,3.98,2.69,8.37,8480.740234
2013-09-24,3.941,11.38,2.59,1.88,2.387,2.2,0.675,3.94,2.67,8.84,8664.799805
2013-09-25,3.917,11.61,2.57,1.85,2.354,2.18,0.675,3.95,2.63,8.79,8613.709961
2013-09-26,3.92,11.69,2.58,1.82,2.37,2.19,0.695,3.95,2.66,8.72,8439.469727
2013-09-27,3.902,11.71,2.55,1.82,2.341,2.19,0.685,3.95,2.64,8.71,8472.290039
2013-09-30,3.85,11.7,2.54,1.77,2.342,2.13,0.685,3.95,2.64,8.77,8514.570313
2013-10-08,4.027,11.65,2.57,1.82,2.431,2.13,0.657,3.93,2.66,8.5,8681.530273
2013-10-09,4.036,11.67,2.57,1.79,2.426,2.11,0.657,3.93,2.68,8.46,8667.769531
2013-10-10,4.111,11.56,2.59,1.85,2.456,2.16,0.657,3.94,2.71,8.42,8685.790039
2013-10-11,4.079,11.56,2.59,1.87,2.46,2.15,0.658,3.94,2.7,8.49,8737.969727
2013-10-16,4.191,11.7,2.62,1.92,2.517,2.19,0.644,3.94,2.69,8.66,8542.870117
2013-10-17,4.088,11.61,2.56,1.89,2.462,2.1,0.635,3.95,2.61,8.6,8521.200195
2013-10-18,4.068,11.75,2.53,1.84,2.426,2.03,0.625,3.95,2.6,8.55,8584.870117
2013-10-21,4.034,11.83,2.55,1.84,2.431,2.02,0.63,3.94,2.63,8.6,8739.519531
2013-10-22,4.058,11.75,2.48,1.85,2.375,2.01,0.626,3.93,2.54,8.61,8619.639648
2013-10-23,3.944,11.82,2.43,1.77,2.336,1.91,0.611,3.9,2.51,8.63,8512.959961
2013-10-24,3.943,11.53,2.42,1.77,2.325,1.92,0.616,3.88,2.53,8.58,8486.519531
2013-10-25,3.924,11.43,2.41,1.76,2.323,1.91,0.621,3.88,2.53,8.58,8379.610352
2013-10-28,3.965,11.39,2.42,1.76,2.31,1.91,0.622,3.87,2.54,8.66,8336.679688
2013-10-29,3.944,11.51,2.4,1.74,2.297,1.89,0.616,3.87,2.53,8.54,8398.919922
2013-10-30,3.933,11.58,2.42,1.71,2.267,1.85,0.597,3.87,2.55,8.57,8553.370117
2013-10-31,3.98,11.73,2.42,1.66,2.251,1.88,0.603,3.88,2.57,8.63,8444.410156
2013-11-01,4.026,11.86,2.51,1.68,2.234,1.91,0.603,3.88,2.65,8.7,8451.719727
2013-11-06,4.164,12.18,2.53,1.73,2.298,1.9,0.619,3.89,2.67,8.82,8287.860352
2013-11-07,4.112,12.28,2.52,1.74,2.244,1.85,0.599,3.9,2.63,8.85,8240.25
2013-11-08,4.09,12.41,2.6,1.7,2.304,1.85,0.594,3.9,2.77,8.99,8155.399902
2013-11-12,4.25,12.39,2.65,1.78,2.304,2.06,0.604,3.93,2.8,9.05,8279.30957
2013-11-13,4.222,12.32,2.6,1.77,2.278,2.04,0.609,3.94,2.75,8.92,8111.0
2013-11-14,4.159,12.18,2.56,1.72,2.25,1.98,0.605,3.95,2.69,9.02,8156.540039
2013-11-15,4.16,12.18,2.56,1.7,2.261,1.97,0.639,3.98,2.71,9.02,8305.910156
2013-11-18,4.165,12.04,2.52,1.71,2.246,1.97,0.64,4.0,2.67,9.0,8523.75
2013-11-19,4.178,12.22,2.56,1.7,2.278,1.96,0.627,4.18,2.71,9.01,8461.209961
2013-11-20,4.228,12.28,2.62,1.75,2.266,2.02,0.622,4.18,2.8,9.04,8510.679688
2013-11-21,4.294,12.51,2.63,1.75,2.293,2.08,0.636,4.38,2.79,9.08,8472.019531
2013-11-22,4.278,12.49,2.58,1.77,2.284,2.06,0.636,4.41,2.75,9.1,8413.339844
2013-11-25,4.238,12.68,2.56,1.73,2.261,2.09,0.646,4.41,2.74,9.09,8379.549805
2013-11-26,4.193,12.61,2.52,1.71,2.24,2.06,0.626,4.42,2.71,9.04,8365.349609
2013-11-27,4.159,12.75,2.54,1.7,2.251,2.06,0.611,4.42,2.74,9.0,8447.459961
2013-11-29,4.181,12.94,2.55,1.69,2.224,2.16,0.611,4.41,2.75,9.04,8542.610352
2013-12-02,4.247,13.19,2.6,1.73,2.247,2.18,0.622,4.41,2.81,9.05,8376.639648
2013-12-03,4.285,13.25,2.59,1.75,2.222,2.22,0.643,4.41,2.79,9.07,8492.519531
2013-12-04,4.267,13.33,2.64,1.75,2.263,2.21,0.642,4.41,2.84,9.09,8600.820313
2013-12-05,4.357,13.04,2.67,1.8,2.318,2.28,0.643,4.43,2.88,9.11,8560.790039
2013-12-06,4.392,12.99,2.69,1.85,2.331,2.21,0.667,4.44,2.88,9.17,8526.679688
2013-12-09,4.332,12.93,2.67,1.84,2.323,2.28,0.653,4.43,2.86,8.9,8519.669922
2013-12-10,4.348,12.75,2.59,1.83,2.312,2.26,0.663,4.41,2.81,8.84,8554.169922
2013-12-11,4.307,12.83,2.64,1.83,2.306,2.23,0.653,4.39,2.86,8.83,8409.799805
2013-12-12,4.282,12.89,2.66,1.83,2.317,2.27,0.653,4.37,2.89,8.85,8400.650391
2013-12-13,4.281,12.79,2.66,1.84,2.307,2.3,0.682,4.37,2.88,8.91,8429.820313
2013-12-16,4.186,12.75,2.67,1.83,2.312,2.32,0.682,4.37,2.89,8.87,8272.669922
2013-12-17,4.19,12.78,2.64,1.83,2.307,2.34,0.66,4.37,2.85,8.92,8213.429688
2013-12-18,4.193,12.69,2.68,1.82,2.325,2.29,0.653,4.37,2.89,8.78,8236.950195
2013-12-19,4.232,12.96,2.7,1.85,2.341,2.34,0.673,4.37,2.94,8.74,8147.709961
2013-12-20,4.249,13.19,2.67,1.87,2.343,2.38,0.678,4.38,2.89,8.8,7966.720215
2013-12-27,4.238,13.11,2.79,1.93,2.444,2.38,0.708,4.4,3.02,8.96,8048.850098
2013-12-30,4.233,13.21,2.74,1.96,2.443,2.38,0.736,4.41,2.99,8.86,7999.299805
2014-01-06,4.34,13.13,2.72,1.91,2.396,2.44,0.725,4.39,2.98,8.78,7818.459961
2014-01-07,4.282,13.09,2.67,1.9,2.369,2.41,0.696,4.37,2.96,8.79,7806.310059
2014-01-08,4.268,13.25,2.72,1.88,2.364,2.41,0.701,4.34,3.01,8.8,7802.140137
2014-01-09,4.287,13.24,2.68,1.92,2.42,2.44,0.696,4.34,2.97,8.79,7746.740234
2014-01-10,4.236,13.1,2.56,1.89,2.372,2.42,0.696,4.33,2.88,8.76,7648.040039
2014-01-15,4.204,12.99,2.57,1.82,2.49,2.38,0.662,4.31,2.9,8.64,7668.799805
2014-01-16,4.152,12.97,2.52,1.82,2.443,2.4,0.673,4.32,2.86,8.62,7667.220215
2014-01-21,4.082,13.04,2.5,1.76,2.412,2.21,0.689,4.32,2.85,8.55,7593.430176
2014-01-22,4.161,13.08,2.48,1.75,2.442,2.38,0.679,4.33,2.87,8.61,7820.450195
2014-01-23,4.143,13.21,2.41,1.75,2.425,2.4,0.661,4.33,2.79,8.67,7788.470215
2014-01-24,4.021,13.06,2.4,1.66,2.375,2.35,0.636,4.33,2.75,8.74,7855.140137
2014-01-28,4.002,13.32,2.42,1.69,2.365,2.35,0.631,4.34,2.77,8.75,7740.75
2014-01-29,4.09,13.36,2.36,1.78,2.344,2.36,0.641,4.34,2.69,8.77,7707.589844
2014-01-30,3.98,13.34,2.37,1.71,2.311,2.3,0.622,4.32,2.72,8.82,7572.629883
2014-02-07,4.129,13.17,2.39,1.67,2.25,2.28,0.622,4.32,2.71,8.74,7616.569824
2014-02-10,4.121,13.18,2.41,1.66,2.271,2.26,0.609,4.32,2.7,8.69,7812.160156
2014-02-12,4.199,13.35,2.48,1.68,2.296,2.27,0.615,4.31,2.8,8.81,7902.080078
2014-02-13,4.154,13.19,2.45,1.68,2.281,2.28,0.605,4.3,2.73,8.87,7857.109863
2014-02-14,4.084,13.13,2.46,1.67,2.286,2.27,0.595,4.3,2.75,8.81,7883.75
2014-02-18,4.162,13.09,2.44,1.66,2.267,2.29,0.611,4.28,2.71,8.77,7832.470215
2014-02-20,4.125,12.93,2.44,1.66,2.302,2.29,0.598,4.31,2.76,8.79,7842.120117
2014-02-21,4.201,12.79,2.41,1.67,2.27,2.33,0.608,4.31,2.73,8.8,7750.560059
2014-02-24,4.157,12.74,2.41,1.67,2.278,2.3,0.603,4.3,2.75,8.89,7542.529785
2014-02-25,4.152,12.68,2.48,1.69,2.24,2.31,0.598,4.3,2.7,8.88,7303.950195
2014-02-26,4.107,12.54,2.44,1.65,2.2,2.3,0.598,4.3,2.67,8.92,7319.609863
2014-02-28,4.014,12.7,2.42,1.61,2.21,2.24,0.594,4.3,2.66,8.86,7365.930176
2014-03-05,4.033,12.69,2.46,1.62,2.18,2.28,0.607,4.3,2.7,8.84,7298.129883
2014-03-06,4.077,12.78,2.5,1.62,2.214,2.3,0.607,4.29,2.74,8.79,7352.029785
2014-03-07,4.134,12.85,2.52,1.64,2.228,2.32,0.617,4.29,2.8,8.81,7328.47998
2014-03-10,4.181,12.92,2.5,1.64,2.202,2.35,0.618,4.29,2.79,8.75,7118.439941
2014-03-11,4.174,12.87,2.48,1.61,2.23,2.34,0.623,4.29,2.77,8.73,7212.569824
2014-03-12,4.167,12.87,2.44,1.6,2.193,2.32,0.623,4.29,2.73,8.72,7217.02002
2014-03-13,4.159,12.91,2.38,1.59,2.147,2.3,0.637,4.29,2.66,8.74,7319.290039
2014-03-14,4.06,12.85,2.39,1.54,2.121,2.23,0.619,4.28,2.65,8.79,7239.060059
2014-03-18,4.07,13.06,2.4,1.56,2.13,2.27,0.615,4.24,2.68,8.8,7273.950195
2014-03-19,4.052,13.18,2.48,1.58,2.154,2.26,0.605,4.24,2.78,8.78,7150.120117
2014-03-20,4.116,13.19,2.5,1.65,2.202,2.39,0.595,4.24,2.79,8.82,6998.189941
2014-03-24,4.157,13.02,2.46,1.64,2.136,2.39,0.605,4.25,2.74,8.78,7273.759766
2014-03-25,4.109,12.87,2.47,1.57,2.123,2.34,0.605,4.25,2.75,8.79,7252.350098
2014-03-26,4.102,12.8,2.45,1.57,2.105,2.36,0.626,4.26,2.71,8.78,7244.189941
2014-03-27,4.073,12.55,2.43,1.54,2.054,2.32,0.626,4.26,2.69,8.82,7173.02002
2014-03-28,4.059,12.7,2.44,1.53,2.079,2.3,0.626,4.26,2.73,8.8,7165.569824
2014-04-01,4.124,12.81,2.5,1.58,2.103,2.37,0.617,4.27,2.77,8.81,7281.109863
2014-04-02,4.163,12.74,2.55,1.59,2.136,2.39,0.627,4.28,2.82,8.96,7333.589844
2014-04-03,4.174,12.81,2.54,1.62,2.107,2.42,0.642,4.28,2.8,9.01,7298.0
2014-04-04,4.151,12.72,2.49,1.61,2.029,2.39,0.642,4.28,2.74,9.07,7367.799805
2014-04-09,4.064,12.42,2.47,1.57,2.08,2.29,0.614,4.25,2.71,9.03,7511.25
2014-04-10,4.049,12.57,2.43,1.53,2.036,2.25,0.609,4.25,2.65,9.0,7563.200195
2014-04-11,4.015,12.54,2.39,1.53,2.015,2.24,0.605,4.25,2.63,8.94,7586.830078
2014-04-15,3.988,12.69,2.38,1.52,1.956,2.23,0.606,4.25,2.64,8.95,7449.709961
2014-04-16,3.975,12.75,2.39,1.49,1.961,2.23,0.611,4.25,2.65,8.96,7468.459961
2014-04-17,3.956,12.64,2.45,1.49,1.983,2.21,0.606,4.25,2.73,8.85,7451.040039
2014-04-22,4.005,12.63,2.45,1.53,2.022,2.28,0.607,4.25,2.73,8.85,7391.220215
2014-04-23,3.962,12.52,2.42,1.54,2.018,2.28,0.618,4.25,2.7,8.85,7434.72998
2014-04-28,3.926,12.47,2.44,1.49,2.005,2.24,0.619,4.25,2.7,8.85,7240.459961
2014-04-30,3.946,12.44,2.4,1.52,1.977,2.22,0.623,4.24,2.67,8.83,7312.859863
2014-05-07,3.835,12.19,2.37,1.45,1.948,2.12,0.606,4.22,2.62,8.8,7234.689941
2014-05-08,3.844,12.29,2.37,1.48,1.911,2.1,0.611,4.19,2.61,8.76,7169.97998
2014-05-09,3.823,12.29,2.36,1.44,1.893,2.08,0.611,4.22,2.62,8.75,7162.439941
2014-05-12,3.834,12.34,2.4,1.46,1.921,2.11,0.616,4.22,2.66,8.73,7318.140137
2014-05-15,3.764,12.45,2.26,1.36,1.771,2.03,0.602,4.21,2.5,8.78,7213.77002
2014-05-16,3.719,12.42,2.26,1.33,1.79,1.99,0.593,4.21,2.52,8.83,7242.169922
2014-05-20,3.716,12.4,2.27,1.34,1.834,2.02,0.599,4.25,2.52,8.86,7151.180176
2014-05-21,3.662,12.3,2.3,1.42,1.845,2.0,0.603,4.24,2.54,8.77,7204.649902
2014-05-22,3.752,12.29,2.32,1.41,1.816,2.02,0.609,4.24,2.56,8.71,7183.680176
2014-05-23,3.787,12.33,2.3,1.41,1.815,2.02,0.6,4.24,2.54,8.64,7240.919922
2014-05-27,3.753,12.43,2.3,1.41,1.795,2.0,0.606,4.24,2.52,8.67,7260.120117
2014-05-28,3.713,12.37,2.22,1.37,1.733,1.97,0.598,4.24,2.44,8.7,7380.689941
2014-05-29,3.648,12.16,2.25,1.34,1.73,1.92,0.584,4.23,2.45,8.67,7341.560059
2014-05-30,3.663,12.11,2.24,1.37,1.768,1.98,0.589,4.23,2.48,8.65,7364.830078
2014-06-03,3.729,12.35,2.34,1.38,1.815,2.05,0.601,4.23,2.6,8.6,7321.52002
2014-06-04,3.787,12.36,2.35,1.4,1.84,2.09,0.606,4.23,2.61,8.59,7223.129883
2014-06-05,3.781,12.28,2.33,1.44,1.829,2.1,0.612,4.24,2.59,8.53,7303.640137
2014-06-06,3.781,12.04,2.32,1.37,1.696,2.06,0.592,4.24,2.6,8.51,7235.390137
2014-06-10,3.795,12.08,2.34,1.38,1.756,2.12,0.589,4.24,2.64,8.56,7341.660156
2014-06-11,3.857,11.97,2.34,1.42,1.745,2.17,0.598,4.24,2.65,8.54,7340.689941
2014-06-12,3.831,11.99,2.3,1.4,1.751,2.15,0.594,4.24,2.58,8.55,7299.810059
2014-06-13,3.793,11.86,2.31,1.37,1.737,2.13,0.599,4.24,2.6,8.6,7401.350098
2014-06-16,3.754,12.03,2.29,1.36,1.725,2.1,0.595,4.24,2.61,8.65,7416.990234
2014-06-17,3.709,12.21,2.31,1.37,1.776,2.11,0.585,4.24,2.66,8.6,7331.370117
2014-06-18,3.747,11.98,2.27,1.39,1.742,2.17,0.59,4.24,2.61,8.67,7297.399902
2014-06-20,3.688,12.05,2.3,1.34,1.691,2.14,0.576,4.25,2.63,8.72,7195.689941
2014-06-23,3.704,12.01,2.33,1.33,1.669,2.14,0.582,4.25,2.63,8.77,7192.870117
2014-06-24,3.649,11.99,2.28,1.31,1.662,2.14,0.577,4.25,2.59,8.72,7240.850098
2014-06-25,3.602,12.0,2.26,1.31,1.601,2.12,0.572,4.25,2.57,8.7,7217.649902
2014-06-26,3.602,11.95,2.24,1.26,1.582,2.09,0.567,4.25,2.53,8.73,7291.879883
2014-06-27,3.553,12.16,2.25,1.25,1.601,2.06,0.558,4.25,2.54,8.75,7312.620117
2014-06-30,3.554,12.2,2.24,1.25,1.598,2.07,0.564,4.25,2.53,8.74,7343.279785
2014-07-02,3.575,12.07,2.32,1.24,1.63,2.11,0.562,4.23,2.64,8.66,7310.379883
2014-07-03,3.556,12.04,2.32,1.3,1.617,2.15,0.565,4.23,2.65,8.66,7335.540039
2014-07-07,3.607,12.0,2.3,1.27,1.588,2.18,0.565,4.23,2.63,8.7,7321.52002
2014-07-08,3.588,12.04,2.25,1.25,1.543,2.15,0.555,4.23,2.58,8.73,7358.330078
2014-07-09,3.536,12.09,2.24,1.22,1.546,2.11,0.546,4.22,2.57,8.73,7192.709961
2014-07-10,3.482,12.14,2.23,1.19,1.527,2.09,0.547,4.22,2.55,8.77,7159.629883
2014-07-11,3.429,12.16,2.21,1.21,1.537,2.08,0.536,4.19,2.53,8.77,7206.970215
2014-07-14,3.458,12.06,2.21,1.21,1.545,2.07,0.542,4.19,2.55,8.78,7278.859863
2014-07-16,3.441,11.96,2.2,1.2,1.512,2.08,0.548,4.2,2.55,8.72,7261.910156
2014-07-17,3.427,11.98,2.14,1.17,1.589,2.05,0.537,4.18,2.47,8.74,7194.740234
2014-07-18,3.396,11.8,2.16,1.15,1.572,2.02,0.543,4.15,2.5,8.77,7259.450195
2014-07-22,3.389,11.54,2.12,1.16,1.583,2.01,0.544,4.14,2.48,8.69,7372.649902
2014-07-23,3.428,11.65,2.12,1.16,1.543,2.01,0.54,4.14,2.48,8.66,7375.310059
2014-07-24,3.442,11.7,2.16,1.17,1.577,2.01,0.53,4.14,2.52,8.65,7503.399902
2014-07-30,3.441,11.94,2.16,1.12,1.523,2.01,0.537,4.14,2.57,8.73,7853.22998
2014-07-31,3.525,12.02,2.16,1.15,1.558,2.08,0.542,4.14,2.58,8.72,7956.910156
2014-08-01,3.537,12.18,2.12,1.18,1.533,2.12,0.543,4.15,2.52,8.76,7880.97998
2014-08-05,3.488,12.21,2.11,1.15,1.579,2.05,0.529,4.14,2.49,8.83,8007.759766
2014-08-06,3.533,12.07,2.11,1.12,1.526,2.05,0.529,4.14,2.49,8.87,7995.5
2014-08-07,3.44,12.11,2.07,1.09,1.503,2.03,0.538,4.13,2.43,8.85,7872.950195
2014-08-08,3.301,12.14,2.06,1.03,1.449,1.97,0.519,4.13,2.44,8.85,7885.330078
2014-08-11,3.427,11.97,2.07,1.06,1.464,2.03,0.525,4.13,2.44,8.82,8009.740234
2014-08-12,3.444,11.96,2.11,1.06,1.465,2.02,0.52,4.13,2.46,8.85,7966.890137
2014-08-13,3.475,12.08,2.07,1.08,1.44,2.03,0.52,4.13,2.43,8.76,7980.490234
2014-08-14,3.41,11.97,2.05,1.01,1.41,1.97,0.516,4.14,2.4,8.71,7893.899902
2014-08-19,3.43,11.65,2.07,1.0,1.386,1.94,0.511,4.15,2.4,8.53,8043.25
2014-08-20,3.451,11.7,2.1,1.0,1.377,1.96,0.526,4.15,2.43,8.48,8023.069824
2014-08-21,3.504,11.87,2.08,1.0,1.381,1.98,0.541,4.15,2.41,8.51,8010.709961
2014-08-22,3.504,11.69,2.07,0.98,1.382,1.94,0.522,4.15,2.4,8.52,8059.399902
2014-08-25,3.46,11.62,2.04,0.94,1.316,1.94,0.522,4.15,2.39,8.56,7934.810059
2014-08-26,3.38,11.54,2.04,0.93,1.282,1.92,0.512,4.15,2.39,8.55,7813.97998
2014-08-27,3.355,11.39,2.0,0.92,1.25,1.93,0.508,4.15,2.37,8.56,7841.069824
2014-08-28,3.349,11.28,2.0,0.91,1.231,1.93,0.503,4.15,2.34,8.56,7743.540039
2014-09-02,3.376,10.93,2.09,0.92,1.319,1.92,0.52,4.14,2.42,8.52,8043.310059
2014-09-03,3.455,11.18,2.09,0.96,1.342,1.95,0.52,4.15,2.41,8.52,8115.870117
2014-09-04,3.455,11.15,2.12,0.94,1.305,1.93,0.521,4.15,2.45,8.52,8176.569824
2014-09-05,3.49,11.18,2.11,0.96,1.265,1.97,0.531,4.15,2.46,8.52,8214.530273
2014-09-09,3.591,11.44,2.17,0.99,1.349,1.98,0.522,4.17,2.5,8.52,8201.509766
2014-09-10,3.597,11.55,2.2,1.05,1.371,2.04,0.537,4.18,2.54,8.54,8158.600098
2014-09-11,3.636,11.43,2.2,1.02,1.397,2.04,0.561,4.18,2.54,8.51,8117.919922
2014-09-12,3.635,11.82,2.24,1.06,1.437,2.09,0.567,4.18,2.62,8.5,8146.990234
2014-09-17,3.672,11.48,2.26,1.05,1.418,2.12,0.548,4.17,2.62,8.5,7981.819824
2014-09-18,3.732,11.62,2.28,1.07,1.459,2.16,0.563,4.17,2.63,8.45,8004.569824
2014-09-19,3.757,11.59,2.25,1.09,1.401,2.18,0.554,4.15,2.59,8.46,8047.25
2014-09-22,3.683,11.89,2.22,1.03,1.36,2.1,0.535,4.15,2.57,8.44,7895.870117
2014-09-24,3.64,11.77,2.2,1.0,1.334,2.06,0.526,4.15,2.57,8.48,8100.220215
2014-09-25,3.605,11.82,2.15,1.0,1.319,2.08,0.521,4.15,2.52,8.49,8076.509766
2014-09-26,3.516,11.88,2.16,0.95,1.314,2.03,0.517,4.15,2.54,8.44,8072.879883
2014-09-29,3.526,11.82,2.13,0.98,1.302,2.08,0.522,4.15,2.5,8.49,8082.850098
2014-09-30,3.512,12.34,2.15,0.97,1.287,2.05,0.522,4.15,2.52,8.51,8080.350098
2014-10-08,3.395,11.51,2.01,0.89,1.259,1.91,0.504,4.14,2.35,8.41,8183.649902
2014-10-09,3.337,11.51,2.03,0.88,1.242,1.86,0.49,4.14,2.34,8.47,8204.009766
2014-10-10,3.363,11.57,2.01,0.89,1.241,1.89,0.502,4.14,2.31,8.46,8211.540039
2014-10-14,3.341,11.29,1.95,0.85,1.211,1.81,0.496,4.12,2.21,8.4,8139.959961
2014-10-15,3.375,11.6,1.91,0.81,1.13,1.79,0.49,4.12,2.15,8.4,8198.120117
2014-10-16,3.224,11.65,1.93,0.74,1.258,1.71,0.491,4.11,2.17,8.37,8110.689941
2014-10-17,3.256,11.47,1.95,0.85,1.305,1.77,0.472,4.11,2.22,8.39,8151.52002
2014-10-20,3.34,11.67,1.93,0.83,1.312,1.83,0.492,4.11,2.2,8.36,8204.200195
2014-10-21,3.225,11.97,1.96,0.85,1.289,1.75,0.483,4.11,2.23,8.37,8106.919922
2014-10-27,3.331,12.49,2.01,0.88,1.286,1.87,0.474,4.12,2.27,8.32,7829.330078
2014-10-28,3.266,12.17,2.02,0.87,1.279,1.86,0.465,4.12,2.3,8.32,7988.339844
2014-10-29,3.326,12.37,2.05,0.87,1.268,1.86,0.471,4.12,2.34,8.32,8090.680176
2014-10-30,3.367,12.22,2.05,0.87,1.233,1.91,0.475,4.12,2.32,8.29,8090.549805
2014-10-31,3.317,12.07,2.05,0.84,1.191,1.91,0.466,4.12,2.35,8.28,8225.610352
2014-11-05,3.318,12.29,2.04,0.83,1.185,1.9,0.475,4.1,2.36,8.19,8198.570313
2014-11-07,3.389,12.68,2.03,0.85,1.183,1.92,0.482,4.1,2.32,8.21,8234.870117
